records,SRA_sample,biosample,ExpID,study_group,latitude,longitude,sample_name,Read_count_post_fastp,sequencing_technology,sample_type,cc_score,location1,location2,location3,location4,site_name,geotype1,geotype2,geotype3,tectonics1,tectonics2,tectonics3,tectonics4,magma_fo2,aersub1,aersub2,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,locality_name,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,altitude,temp,sal,ph,eh,toc,tn,dic,doc,ch4,h2,o2,rc_ra,f_aq,cl_aq,so4,h2s,br_aq,no_3,no2,nh4,po4_3,na_aq,k_aq,mg_aq,ca_aq,Li_aq,B_aq,K_aq,Ca_aq,Fe_aq,Zn_aq,As_aq,Rb_aq,cd,cu,co,fe,mn,mo,ni,v,zn,ag,al,ba,be,ce,cr,cs,ga,eu,gd,hf,la,li,pb,rb,sc,sn,sr,th,ti,tl,u,w,y,zr,database_solid,database_soli_id,material,rock_type,sample_name.1,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,fe2o3_d,feo_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,bao_d,p2o5_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,hr_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sn_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,si_o2,ti_o2,al2_o3,fe_ot,fe_o,fe2_o3,mn_o,mg_o,ca_o,na2_o,k2_o,p2_o5,CT,SedThic_Oc,SedThic_On,DistCoast,Time_rift,DSub,DMOR,DHS,DV,HF,PV,SR,slab_name,SDepth,SDip,ConvR,ConvAge,elevation,DOT,DCS,DMUSGS,DEQ,ConShelf,ConvObl,DPM,SfA
SRR5216251,SRS1947324,SAMN06265911,SRA,1.0,37.41,-118.5,Mat layer C,48476907.0,Illumina HiSeq 2500,biofilm,0.002047648559,North_America,USA,California,Little Hot Creek,Cone Pool,spring,hot_spring,hot_spring,intraplate,rift,continental rift,,mild_reduced,aerial,aerial,3186305.0,basalt,igneous,basalt,215302.0,Deep Canyon,37.3616667,-118.51,2.79552504,"Molybdenite,Phlogopite,Scheelite",2164.0,45.6,,8.1,,,,11.98,,,,40.078,6.0,,,,,,,,,,402.07761,0.027363,715.0531,17.23354,2.8,10.6,30.0,50.0,,,0.74,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,D529473,whole_rock,"IGNEOUS,PLUTONIC,FELSIC,RHYOLITE",D529473,37.40972,-118.52,95.454848,73.7,0.08,12.1,0.8,,0.719848,0.04,0.05,0.54,2.98,5.22,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,39.4126532,,91.0447,303.4272397,,630.1628227,152.4720076,967.2627827,45.88570263,95.37396891,2.070275841,,,,,,,1356.7405,782.2215766,,4.765379764,9.822314842,,,1255.102886,
SRR5216256,SRS1947329,SAMN06266020,SRA,1.0,37.41,-118.5,Mat layer H,41521047.0,Illumina HiSeq 2500,biofilm,0.6471778258,North_America,USA,California,Little Hot Creek,Cone Pool,spring,hot_spring,hot_spring,intraplate,rift,continental rift,,mild_reduced,aerial,aerial,3186305.0,basalt,igneous,basalt,215302.0,Deep Canyon,37.3616667,-118.51,2.79552504,"Molybdenite,Phlogopite,Scheelite",2164.0,45.6,,8.1,,,,11.98,,,,40.078,6.0,,,,,,,,,,402.07761,0.027363,715.0531,17.23354,2.8,10.6,30.0,50.0,,,0.74,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,D529473,whole_rock,"IGNEOUS,PLUTONIC,FELSIC,RHYOLITE",D529473,37.40972,-118.52,95.454848,73.7,0.08,12.1,0.8,,0.719848,0.04,0.05,0.54,2.98,5.22,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,39.4126532,,91.0447,303.4272397,,630.1628227,152.4720076,967.2627827,45.88570263,95.37396891,2.070275841,,,,,,,1356.7405,782.2215766,,4.765379764,9.822314842,,,1255.102886,
SRR5247127,SRS1971322,SAMN06268698,SRA,20.0,44.73883,-110.32578,JC2_E,125546519.0,Illumina HiSeq 2000,biofilm,1.250424826,North_America,USA,YNP,Mirror Plateau,Joseph's Coat,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,292793.0,Amethyst Mountain,44.8286111,-110.25417,8.68300903,Quartz,2743.0,88.0,0.563,2.6,,,,,,0.0029,0.0002,,5.5,0.172,0.3742,539.366,0.2842,,0.0232,,34.2257,,28.1333,38.7167,1.7054,13.0427,,,,,,,,,,,,7.9092,0.325,,,,0.18,,2.8098,0.125,,,,,,,,,,,,,,,,,,,,,,,EarthChem,923,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",923,44.6978,-110.2935,100.0000102,75.99150812,0.3412263288,12.51351381,,,2.158470404,0.0224273963,0.08238405374,0.6457942638,3.277196881,4.932418643,,0.03507034149,1.3,,,2.0,,63.6,1001.482644,,156.4,2.8,13.21563362,7.040013771,1.892736746,20.0,12.91054128,,2.614780679,82.72333345,,0.9317781193,48.8,67.14719156,26.3,18.45594284,171.1,,13.82864469,,70.3,3.44244731,2.175955396,23.71871299,,,5.331135967,,66.48903613,6.2556595,372.7249514,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.62729011,,590.923,966.8766136,,1191.097327,834.9590313,98.12131072,43.86368736,100.1771522,1.812681201,,,,,,,2525.976142,1318.414243,,15.87033215,22.19253185,,,1918.758879,
SRR5248299,SRS1972149,SAMN06268589,SRA,14.0,44.61,-110.44,site 3 bottle 8,20825965.0,Illumina HiSeq 2000,,0.4690366105,North_America,USA,YNP,Hayden Valley,Obsidian Pool,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,277797.0,Grand Canyon Of The Yellowstone,44.7527778,-110.40528,6.75254786,"Alunite,Buddingtonite,Dickite,Kaolinite,Muscovite,Opal,Pyrite,Quartz,Slawsonite",2396.0,56.0,0.156,5.7,,,,7.0,0.16,0.0014,0.0,0.42,17.0,0.0,296.0,240.2,2.8,,0.4,0.09,0.0,,285.75,33.23,0.6,5.21,,,,,,,,,,,,170.3,0.0,,,,0.0,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,EarthChem,08CP39,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",08CP39,44.733,-110.4458,100.0,76.02947143,0.3455296669,12.5636267,,,1.934763715,0.02184103753,0.0266788577,0.658986003,3.394196417,4.993490703,,0.03141546825,0.5,,,0.3360906463,3.6,56.8,1083.609687,,146.8,3.1,12.67779673,6.67443179,1.950485326,20.5,12.48464798,,2.48913948,77.20333599,,0.9002606461,49.40169468,66.12158842,30.4,18.01976937,173.9158838,5.9,13.90374048,,76.14910452,3.405900219,2.12221546,24.23505446,,,5.802778734,,62.49148187,5.896444724,375.4,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.53017046,,283.689,964.1943262,,1183.388421,818.6900278,81.1837678,27.07051284,100.2267623,1.810843228,,,,,,,2458.209076,1308.863814,,20.29809204,20.05125858,,,1904.051412,
SRR5248300,SRS1972150,SAMN06268588,SRA,14.0,44.61,-110.44,site 2 bottle 7,30154664.0,Illumina HiSeq 2000,,0.0221364921,North_America,USA,YNP,Hayden Valley,Obsidian Pool,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,277797.0,Grand Canyon Of The Yellowstone,44.7527778,-110.40528,6.75254786,"Alunite,Buddingtonite,Dickite,Kaolinite,Muscovite,Opal,Pyrite,Quartz,Slawsonite",2396.0,56.0,0.156,5.7,,,,7.0,0.16,0.0014,0.0,0.42,17.0,0.0,296.0,240.2,2.8,,0.4,0.09,0.0,,285.75,33.23,0.6,5.21,,,,,,,,,,,,170.3,0.0,,,,0.0,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,EarthChem,08CP39,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",08CP39,44.733,-110.4458,100.0,76.02947143,0.3455296669,12.5636267,,,1.934763715,0.02184103753,0.0266788577,0.658986003,3.394196417,4.993490703,,0.03141546825,0.5,,,0.3360906463,3.6,56.8,1083.609687,,146.8,3.1,12.67779673,6.67443179,1.950485326,20.5,12.48464798,,2.48913948,77.20333599,,0.9002606461,49.40169468,66.12158842,30.4,18.01976937,173.9158838,5.9,13.90374048,,76.14910452,3.405900219,2.12221546,24.23505446,,,5.802778734,,62.49148187,5.896444724,375.4,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.53017046,,283.689,964.1943262,,1183.388421,818.6900278,81.1837678,27.07051284,100.2267623,1.810843228,,,,,,,2458.209076,1308.863814,,20.29809204,20.05125858,,,1904.051412,
SRR5248301,SRS1972151,SAMN06268446,SRA,14.0,44.61,-110.44,site 1 bottle 13,30012382.0,Illumina HiSeq 2000,,0.4929689024,North_America,USA,YNP,Hayden Valley,Obsidian Pool,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,277797.0,Grand Canyon Of The Yellowstone,44.7527778,-110.40528,6.75254786,"Alunite,Buddingtonite,Dickite,Kaolinite,Muscovite,Opal,Pyrite,Quartz,Slawsonite",2396.0,56.0,0.156,5.7,,,,7.0,0.16,0.0014,0.0,0.42,17.0,0.0,296.0,240.2,2.8,,0.4,0.09,0.0,,285.75,33.23,0.6,5.21,,,,,,,,,,,,170.3,0.0,,,,0.0,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,EarthChem,08CP39,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",08CP39,44.733,-110.4458,100.0,76.02947143,0.3455296669,12.5636267,,,1.934763715,0.02184103753,0.0266788577,0.658986003,3.394196417,4.993490703,,0.03141546825,0.5,,,0.3360906463,3.6,56.8,1083.609687,,146.8,3.1,12.67779673,6.67443179,1.950485326,20.5,12.48464798,,2.48913948,77.20333599,,0.9002606461,49.40169468,66.12158842,30.4,18.01976937,173.9158838,5.9,13.90374048,,76.14910452,3.405900219,2.12221546,24.23505446,,,5.802778734,,62.49148187,5.896444724,375.4,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.53017046,,283.689,964.1943262,,1183.388421,818.6900278,81.1837678,27.07051284,100.2267623,1.810843228,,,,,,,2458.209076,1308.863814,,20.29809204,20.05125858,,,1904.051412,
SRR5248302,SRS1972152,SAMN06268447,SRA,14.0,44.61,-110.44,site 1 bottle 14,27260101.0,Illumina HiSeq 2000,,0.2185987564,North_America,USA,YNP,Hayden Valley,Obsidian Pool,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,277797.0,Grand Canyon Of The Yellowstone,44.7527778,-110.40528,6.75254786,"Alunite,Buddingtonite,Dickite,Kaolinite,Muscovite,Opal,Pyrite,Quartz,Slawsonite",2396.0,56.0,0.156,5.7,,,,7.0,0.16,0.0014,0.0,0.42,17.0,0.0,296.0,240.2,2.8,,0.4,0.09,0.0,,285.75,33.23,0.6,5.21,,,,,,,,,,,,170.3,0.0,,,,0.0,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,EarthChem,08CP39,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",08CP39,44.733,-110.4458,100.0,76.02947143,0.3455296669,12.5636267,,,1.934763715,0.02184103753,0.0266788577,0.658986003,3.394196417,4.993490703,,0.03141546825,0.5,,,0.3360906463,3.6,56.8,1083.609687,,146.8,3.1,12.67779673,6.67443179,1.950485326,20.5,12.48464798,,2.48913948,77.20333599,,0.9002606461,49.40169468,66.12158842,30.4,18.01976937,173.9158838,5.9,13.90374048,,76.14910452,3.405900219,2.12221546,24.23505446,,,5.802778734,,62.49148187,5.896444724,375.4,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.53017046,,283.689,964.1943262,,1183.388421,818.6900278,81.1837678,27.07051284,100.2267623,1.810843228,,,,,,,2458.209076,1308.863814,,20.29809204,20.05125858,,,1904.051412,
SRR5248365,SRS1972187,SAMN06268448,SRA,14.0,44.61,-110.44,site 1 bottle C1,40333598.0,Illumina HiSeq 2000,,0.06899241944,North_America,USA,YNP,Hayden Valley,Obsidian Pool,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,277797.0,Grand Canyon Of The Yellowstone,44.7527778,-110.40528,6.75254786,"Alunite,Buddingtonite,Dickite,Kaolinite,Muscovite,Opal,Pyrite,Quartz,Slawsonite",2396.0,56.0,0.156,5.7,,,,7.0,0.16,0.0014,0.0,0.42,17.0,0.0,296.0,240.2,2.8,,0.4,0.09,0.0,,285.75,33.23,0.6,5.21,,,,,,,,,,,,170.3,0.0,,,,0.0,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,EarthChem,08CP39,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",08CP39,44.733,-110.4458,100.0,76.02947143,0.3455296669,12.5636267,,,1.934763715,0.02184103753,0.0266788577,0.658986003,3.394196417,4.993490703,,0.03141546825,0.5,,,0.3360906463,3.6,56.8,1083.609687,,146.8,3.1,12.67779673,6.67443179,1.950485326,20.5,12.48464798,,2.48913948,77.20333599,,0.9002606461,49.40169468,66.12158842,30.4,18.01976937,173.9158838,5.9,13.90374048,,76.14910452,3.405900219,2.12221546,24.23505446,,,5.802778734,,62.49148187,5.896444724,375.4,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.53017046,,283.689,964.1943262,,1183.388421,818.6900278,81.1837678,27.07051284,100.2267623,1.810843228,,,,,,,2458.209076,1308.863814,,20.29809204,20.05125858,,,1904.051412,
SRR5248875,SRS1972397,SAMN06268369,SRA,14.0,44.61,-110.44,OP-RAMG-01,143830024.0,Illumina HiSeq 2000,,0.16782269,North_America,USA,YNP,Hayden Valley,Obsidian Pool,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,277797.0,Grand Canyon Of The Yellowstone,44.7527778,-110.40528,6.75254786,"Alunite,Buddingtonite,Dickite,Kaolinite,Muscovite,Opal,Pyrite,Quartz,Slawsonite",2396.0,56.0,0.156,5.7,,,,7.0,0.16,0.0014,0.0,0.42,17.0,0.0,296.0,240.2,2.8,,0.4,0.09,0.0,,285.75,33.23,0.6,5.21,,,,,,,,,,,,170.3,0.0,,,,0.0,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,EarthChem,08CP39,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",08CP39,44.733,-110.4458,100.0,76.02947143,0.3455296669,12.5636267,,,1.934763715,0.02184103753,0.0266788577,0.658986003,3.394196417,4.993490703,,0.03141546825,0.5,,,0.3360906463,3.6,56.8,1083.609687,,146.8,3.1,12.67779673,6.67443179,1.950485326,20.5,12.48464798,,2.48913948,77.20333599,,0.9002606461,49.40169468,66.12158842,30.4,18.01976937,173.9158838,5.9,13.90374048,,76.14910452,3.405900219,2.12221546,24.23505446,,,5.802778734,,62.49148187,5.896444724,375.4,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.53017046,,283.689,964.1943262,,1183.388421,818.6900278,81.1837678,27.07051284,100.2267623,1.810843228,,,,,,,2458.209076,1308.863814,,20.29809204,20.05125858,,,1904.051412,
SRR5273245,SRS1992181,SAMN06267762,SRA,12.0,44.38,-110.69,PS_A,48150912.0,Illumina HiSeq 2500,,0.08159942433,North_America,USA,YNP,Gibbon Canyon,Perpetual Spouter,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,13.6788136,Sulphur,2288.0,89.8,1.286,6.7,0.0112,,,,0.0417,,0.0001,,12.15,6.3889,803.0958,42.4456,0.0002,2.465,0.037,0.046,0.5,,466.0,55.1801,0.087,10.2,,,,,,,,,0.0001,,1.0,0.1337,0.046,0.087,,,0.001,,0.141,0.02,0.002,,0.0008,,,,,,,6.1969,,,,,0.036,,,,,,,,EarthChem,D101812,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",D101811,44.3667,-110.617,99.3039126,76.44,0.14,12.09,0.46,1.0,1.4139126,0.04,,0.45,3.55,5.16,,0.02,2.0,1.0,6.0,2.0,2.5,10.0,190.0,,,0.5,,,,17.0,,,,120.0,,,57.0,,26.0,,,3.0,,0.5,10.0,,,,0.094,,,,88.0,8.0,250.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.96675448,,187.902,956.701269,,1166.353634,786.8894082,48.96070383,5.121611947,97.86032038,1.807915798,,,,,,,2383.333032,1288.413508,,20.16405378,35.46835719,,,1877.802382,
SRR5273271,SRS1992207,SAMN06267763,SRA,12.0,44.38,-110.69,PS_B,47061671.0,Illumina HiSeq 2500,,0.4919244149,North_America,USA,YNP,Gibbon Canyon,Perpetual Spouter,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,13.6788136,Sulphur,2288.0,89.8,1.286,6.7,0.0112,,,,0.0417,,0.0001,,12.15,6.3889,803.0958,42.4456,0.0002,2.465,0.037,0.046,0.5,,466.0,55.1801,0.087,10.2,,,,,,,,,0.0001,,1.0,0.1337,0.046,0.087,,,0.001,,0.141,0.02,0.002,,0.0008,,,,,,,6.1969,,,,,0.036,,,,,,,,EarthChem,D101812,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",D101811,44.3667,-110.617,99.3039126,76.44,0.14,12.09,0.46,1.0,1.4139126,0.04,,0.45,3.55,5.16,,0.02,2.0,1.0,6.0,2.0,2.5,10.0,190.0,,,0.5,,,,17.0,,,,120.0,,,57.0,,26.0,,,3.0,,0.5,10.0,,,,0.094,,,,88.0,8.0,250.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.96675448,,187.902,956.701269,,1166.353634,786.8894082,48.96070383,5.121611947,97.86032038,1.807915798,,,,,,,2383.333032,1288.413508,,20.16405378,35.46835719,,,1877.802382,
SRR5273272,SRS1992208,SAMN06267764,SRA,12.0,44.38,-110.69,PS_C,36288404.0,Illumina HiSeq 2500,,0.7209130157,North_America,USA,YNP,Gibbon Canyon,Perpetual Spouter,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,13.6788136,Sulphur,2288.0,89.8,1.286,6.7,0.0112,,,,0.0417,,0.0001,,12.15,6.3889,803.0958,42.4456,0.0002,2.465,0.037,0.046,0.5,,466.0,55.1801,0.087,10.2,,,,,,,,,0.0001,,1.0,0.1337,0.046,0.087,,,0.001,,0.141,0.02,0.002,,0.0008,,,,,,,6.1969,,,,,0.036,,,,,,,,EarthChem,D101812,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",D101811,44.3667,-110.617,99.3039126,76.44,0.14,12.09,0.46,1.0,1.4139126,0.04,,0.45,3.55,5.16,,0.02,2.0,1.0,6.0,2.0,2.5,10.0,190.0,,,0.5,,,,17.0,,,,120.0,,,57.0,,26.0,,,3.0,,0.5,10.0,,,,0.094,,,,88.0,8.0,250.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.96675448,,187.902,956.701269,,1166.353634,786.8894082,48.96070383,5.121611947,97.86032038,1.807915798,,,,,,,2383.333032,1288.413508,,20.16405378,35.46835719,,,1877.802382,
SRR5273290,SRS1992226,SAMN06267626,SRA,12.0,44.38,-110.69,NAG2,50398470.0,Illumina HiSeq 2500,,0.08404837206,North_America,USA,YNP,Gibbon Canyon,Perpetual Spouter,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,13.6788136,Sulphur,2288.0,89.8,1.286,6.7,0.0112,,,,0.0417,,0.0001,,12.15,6.3889,803.0958,42.4456,0.0002,2.465,0.037,0.046,0.5,,466.0,55.1801,0.087,10.2,,,,,,,,,0.0001,,1.0,0.1337,0.046,0.087,,,0.001,,0.141,0.02,0.002,,0.0008,,,,,,,6.1969,,,,,0.036,,,,,,,,EarthChem,D101812,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",D101811,44.3667,-110.617,99.3039126,76.44,0.14,12.09,0.46,1.0,1.4139126,0.04,,0.45,3.55,5.16,,0.02,2.0,1.0,6.0,2.0,2.5,10.0,190.0,,,0.5,,,,17.0,,,,120.0,,,57.0,,26.0,,,3.0,,0.5,10.0,,,,0.094,,,,88.0,8.0,250.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.96675448,,187.902,956.701269,,1166.353634,786.8894082,48.96070383,5.121611947,97.86032038,1.807915798,,,,,,,2383.333032,1288.413508,,20.16405378,35.46835719,,,1877.802382,
SRR5273315,SRS1992251,SAMN06267627,SRA,12.0,44.38,-110.69,NAG2,122646565.0,Illumina HiSeq 2500,,0.05963207926,North_America,USA,YNP,Gibbon Canyon,Perpetual Spouter,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,13.6788136,Sulphur,2288.0,89.8,1.286,6.7,0.0112,,,,0.0417,,0.0001,,12.15,6.3889,803.0958,42.4456,0.0002,2.465,0.037,0.046,0.5,,466.0,55.1801,0.087,10.2,,,,,,,,,0.0001,,1.0,0.1337,0.046,0.087,,,0.001,,0.141,0.02,0.002,,0.0008,,,,,,,6.1969,,,,,0.036,,,,,,,,EarthChem,D101812,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",D101811,44.3667,-110.617,99.3039126,76.44,0.14,12.09,0.46,1.0,1.4139126,0.04,,0.45,3.55,5.16,,0.02,2.0,1.0,6.0,2.0,2.5,10.0,190.0,,,0.5,,,,17.0,,,,120.0,,,57.0,,26.0,,,3.0,,0.5,10.0,,,,0.094,,,,88.0,8.0,250.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.96675448,,187.902,956.701269,,1166.353634,786.8894082,48.96070383,5.121611947,97.86032038,1.807915798,,,,,,,2383.333032,1288.413508,,20.16405378,35.46835719,,,1877.802382,
SRR5273316,SRS1992252,SAMN06267628,SRA,12.0,44.38,-110.69,5D1_ECH,152159698.0,Illumina HiSeq 2500,,0.0,North_America,USA,YNP,Gibbon Canyon,Perpetual Spouter,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,13.6788136,Sulphur,2288.0,89.8,1.286,6.7,0.0112,,,,0.0417,,0.0001,,12.15,6.3889,803.0958,42.4456,0.0002,2.465,0.037,0.046,0.5,,466.0,55.1801,0.087,10.2,,,,,,,,,0.0001,,1.0,0.1337,0.046,0.087,,,0.001,,0.141,0.02,0.002,,0.0008,,,,,,,6.1969,,,,,0.036,,,,,,,,EarthChem,D101812,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",D101811,44.3667,-110.617,99.3039126,76.44,0.14,12.09,0.46,1.0,1.4139126,0.04,,0.45,3.55,5.16,,0.02,2.0,1.0,6.0,2.0,2.5,10.0,190.0,,,0.5,,,,17.0,,,,120.0,,,57.0,,26.0,,,3.0,,0.5,10.0,,,,0.094,,,,88.0,8.0,250.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.96675448,,187.902,956.701269,,1166.353634,786.8894082,48.96070383,5.121611947,97.86032038,1.807915798,,,,,,,2383.333032,1288.413508,,20.16405378,35.46835719,,,1877.802382,
SRR5451031,SRS2126776,SAMN06706421,SRA,27.0,-42.27,-72.27,Porcelana 66DNA,10257666.0,Illumina HiSeq 2000,biofilm,0.02350182239,South_America,Chile,Chile,Porcelana Hot Spring,Porcelana Hot Spring,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,,oxidized,aerial,aerial,3192580.0,intrusive igneous,igneous,,221685.0,Futalaufquen,-42.816667,-71.716667,64.3326418,"Barrerite,Offretite",1292.0,66.0,,6.8,,,,,,,,763.0,,,,,,,0.0065,1e-05,2e-05,0.115,,,,,,,,,,,,,,,,5e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,822-6C,whole_rock,Igneous - Intermediate - Andesite,822-6C,-42.4,-72.6,98.828347,53.1,0.8,19.5,8.7,,7.828347,0.2,4.6,8.8,3.3,0.5,,0.2,30.0,15.0,0.8,8.0,172.0,80.0,178.0,,18.1,13.0,3.2,1.9,,20.0,3.3,,0.6,7.4,,0.3,5.0,12.1,,2.6,10.0,22.0,3.1,0.5,390.0,0.3,0.5,,,,0.3,,20.0,1.9,85.0,,,,,,,,,,,,,37.43818036,,269.163,12.58170871,46.0,258.3249458,525.7892428,1193.781562,28.36377876,77.7561397,1.246764048,,sam,-106.1213837,31.79025269,8.889191628,70.43766022,1208.254323,501.2632263,5.0383384,79.7760074,109.4471851,,-17.82413101,1184.653134,
