records,SRA_sample,biosample,ExpID,study_group,latitude,longitude,sample_name,Read_count_post_fastp,sequencing_technology,sample_type,cc_score,location1,location2,location3,location4,site_name,geotype1,geotype2,geotype3,tectonics1,tectonics2,tectonics3,tectonics4,magma_fo2,aersub1,aersub2,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,locality_name,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,altitude,temp,sal,ph,eh,toc,tn,dic,doc,ch4,h2,o2,rc_ra,f_aq,cl_aq,so4,h2s,br_aq,no_3,no2,nh4,po4_3,na_aq,k_aq,mg_aq,ca_aq,Li_aq,B_aq,K_aq,Ca_aq,Fe_aq,Zn_aq,As_aq,Rb_aq,cd,cu,co,fe,mn,mo,ni,v,zn,ag,al,ba,be,ce,cr,cs,ga,eu,gd,hf,la,li,pb,rb,sc,sn,sr,th,ti,tl,u,w,y,zr,database_solid,database_soli_id,material,rock_type,sample_name.1,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,fe2o3_d,feo_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,bao_d,p2o5_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,hr_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sn_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,si_o2,ti_o2,al2_o3,fe_ot,fe_o,fe2_o3,mn_o,mg_o,ca_o,na2_o,k2_o,p2_o5,CT,SedThic_Oc,SedThic_On,DistCoast,Time_rift,DSub,DMOR,DHS,DV,HF,PV,SR,slab_name,SDepth,SDip,ConvR,ConvAge,elevation,DOT,DCS,DMUSGS,DEQ,ConShelf,ConvObl,DPM,SfA
SRR6056608,SRS2529787,SAMN07631022,SRA,56.0,36.53,25.49,2SBTROV14_V59a,131198248.0,Illumina HiSeq 2500,biofilm,11.30579861,Mediterranean_Sea,Aegean_Sea,Aegean_sea,Kolumbo volcano,chimney V59,vent,deep_vent,deep_vent,plate margin,convergent,oceanic_subduction,,oxidized,subaerial,subaerial_saltwater,3149154.0,submarine continental crust,igneous,basalt,253452.0,Kolumbo Submarine Volcano,36.5166667,25.4916667,1.35104517,"Galena,Baryte,Gypsum,Orpiment,Pyrite,Realgar,Sphalerite",-505.0,22.0,,8.0,,,,,,,,,7.1,,,,,,,,,,1740.0,200.0,300.0,200.0,,,,,,,,,535.0,1660.0,10.0,241000.0,,9.83,2.67,1.7,10000.0,100.0,400.0,23.9,0.01,0.074,1.39,0.886,18.3,,,0.002,0.091,0.1,10000.0,1.0,0.04,0.02,43.4,0.01,10.0,890.0,0.082,0.338,0.045,0.14,Publication,https://doi.org/10.1002/2016GC006398,whole_rock,ANDESITE,NA007-115,36.518321,25.480971,99.998,60.15,0.84,17.66,,6.23,6.23,0.15,2.5,6.33,3.82,2.1,0.042,0.176,13.6,12.57,0.38,1.69,124.7,,357.4,1.37,34.08,1.11,3.9,2.42,1.18,17.81,3.82,,0.82,16.55,9.65,0.377,9.76,17.17,10.0,4.2,35.5,20.89,3.81,,538.6,0.614,0.628,5.0,4122.0,0.48,1.37,0.15,24.22,2.47,151.1,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,23.63277478,3577.372702,0.0,43.22336096,,250.5244723,1009.149592,944.1369686,16.19213858,60.72357939,1.748608246,,hel,-107.1049576,28.20862198,1.022092462,226.6505127,-197.105075,1936.040195,4.253800541,598.7207566,28.57609668,1.0,-18.04494095,107.9804145,
SRR6056610,SRS2529789,SAMN07631024,SRA,56.0,36.53,25.49,4SBTROV10_white,110378642.0,Illumina HiSeq 2500,biofilm,0.4353819858,Mediterranean_Sea,Aegean_Sea,Aegean_sea,Kolumbo volcano,inactive area of Kolumbo,vent,deep_vent,deep_vent,plate margin,convergent,oceanic_subduction,,oxidized,subaerial,subaerial_saltwater,3149154.0,submarine continental crust,igneous,basalt,253452.0,Kolumbo Submarine Volcano,36.5166667,25.4916667,1.35104517,"Galena,Baryte,Gypsum,Orpiment,Pyrite,Realgar,Sphalerite",-505.0,70.0,,6.0,,,,,,,,,7.1,,,,,,,,,,1740.0,200.0,300.0,200.0,,,,,,,,,535.0,1660.0,10.0,241000.0,,9.83,2.67,1.7,10000.0,100.0,400.0,23.9,0.01,0.074,1.39,0.886,18.3,,,0.002,0.091,0.1,10000.0,1.0,0.04,0.02,43.4,0.01,10.0,890.0,0.082,0.338,0.045,0.14,Publication,https://doi.org/10.1002/2016GC006398,whole_rock,ANDESITE,NA007-115,36.518321,25.480971,99.998,60.15,0.84,17.66,,6.23,6.23,0.15,2.5,6.33,3.82,2.1,0.042,0.176,13.6,12.57,0.38,1.69,124.7,,357.4,1.37,34.08,1.11,3.9,2.42,1.18,17.81,3.82,,0.82,16.55,9.65,0.377,9.76,17.17,10.0,4.2,35.5,20.89,3.81,,538.6,0.614,0.628,5.0,4122.0,0.48,1.37,0.15,24.22,2.47,151.1,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,23.63277478,3577.372702,0.0,43.22336096,,250.5244723,1009.149592,944.1369686,16.19213858,60.72357939,1.748608246,,hel,-107.1049576,28.20862198,1.022092462,226.6505127,-197.105075,1936.040195,4.253800541,598.7207566,28.57609668,1.0,-18.04494095,107.9804145,
SRR6207163,SRS2622025,SAMN06268699,SRA,15.0,44.38,-110.69,Con_C,127721447.0,Illumina HiSeq 2000,sediment,0.07378185617,North_America,USA,YNP,Lower Geyser Basin,Conch Hot Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,13.6788136,Sulphur,2154.0,92.3,1.017,9.0,,,,,,,,,7.7,,234.3,13.45,0.00025855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,D101812,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",D101811,44.3667,-110.617,99.3039126,76.44,0.14,12.09,0.46,1.0,1.4139126,0.04,,0.45,3.55,5.16,,0.02,2.0,1.0,6.0,2.0,2.5,10.0,190.0,,,0.5,,,,17.0,,,,120.0,,,57.0,,26.0,,,3.0,,0.5,10.0,,,,0.094,,,,88.0,8.0,250.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.96675448,,187.902,956.701269,,1166.353634,786.8894082,48.96070383,5.121611947,97.86032038,1.807915798,,,,,,,2383.333032,1288.413508,,20.16405378,35.46835719,,,1877.802382,
SRR6244844,SRS2651329,SAMN06269059,SRA,33.0,49.95,-116.52,H14,5066885.0,NextSeq 500,sediment,0.0002775095149,North_America,Canada,Canada,Dewar Creek,Dewar Creek,spring,hot_spring,hot_spring,plate margin,convergent,collisional,,oxidized,aerial,aerial,970576.0,sedimentary,sedimentary,sedimentary,237505.0,Invermere,50.3405556,-116.42389,22.1123722,"Arsenopyrite,Baryte,Bournonite,Dolomite,Galena,Ktenasite,Meneghinite,Pyrite,Quartz,Scheelite,Sphalerite,Tetrahedrite",1498.0,82.8,0.878,6.4,,,,,,,,,,,54.0,287.0,0.00311915,,0.04,,,,206.0,10.9,0.3,27.9,,,,,,,,,,4.0,,42.0,58.0,,,,6.0,,,,,,,,,,,,,907.0,,,,,3.3,,,,,,,,EarthChem,AB02-04,whole_rock,"IGNEOUS, VOLCANIC, INTERMEDIATE, TRACHYTE",AB02-04,49.2078,-114.7025,91.25,58.58,0.28,17.67,3.77,,,0.09,0.79,3.56,5.68,4.44,,0.16,5.0,8.71,5.0,35.0,540.0,87.0,42.0,,89.0,36.0,9.9,5.9,3.4,41.0,9.9,,2.0,47.0,35.0,1.04,55.0,46.0,20.0,11.0,,89.3,10.0,30.0,260.0,3.78,1.6,14.8,1.9,3.78,5.0,,48.0,6.51,500.0,,,,,,,,,,,,,36.79787884,,4.63447,453.6681621,,760.7307844,906.7270323,783.055154,387.9296266,64.40763312,1.94020098,,cas,-376.6121521,65.89542389,4.354143143,78.15634918,1958.2235,906.7270323,227.569663,24.05778602,449.0317664,,-19.13105202,2526.205037,
SRR6244845,SRS2651330,SAMN06269058,SRA,33.0,49.95,-116.52,G14,4414067.0,NextSeq 500,sediment,0.003150814374,North_America,Canada,Canada,Dewar Creek,Dewar Creek,spring,hot_spring,hot_spring,plate margin,convergent,collisional,,oxidized,aerial,aerial,970576.0,sedimentary,sedimentary,sedimentary,237505.0,Invermere,50.3405556,-116.42389,22.1123722,"Arsenopyrite,Baryte,Bournonite,Dolomite,Galena,Ktenasite,Meneghinite,Pyrite,Quartz,Scheelite,Sphalerite,Tetrahedrite",1498.0,82.8,0.878,6.4,,,,,,,,,,,54.0,287.0,0.00311915,,0.04,,,,206.0,10.9,0.3,27.9,,,,,,,,,,4.0,,42.0,58.0,,,,6.0,,,,,,,,,,,,,907.0,,,,,3.3,,,,,,,,EarthChem,AB02-04,whole_rock,"IGNEOUS, VOLCANIC, INTERMEDIATE, TRACHYTE",AB02-04,49.2078,-114.7025,91.25,58.58,0.28,17.67,3.77,,,0.09,0.79,3.56,5.68,4.44,,0.16,5.0,8.71,5.0,35.0,540.0,87.0,42.0,,89.0,36.0,9.9,5.9,3.4,41.0,9.9,,2.0,47.0,35.0,1.04,55.0,46.0,20.0,11.0,,89.3,10.0,30.0,260.0,3.78,1.6,14.8,1.9,3.78,5.0,,48.0,6.51,500.0,,,,,,,,,,,,,36.79787884,,4.63447,453.6681621,,760.7307844,906.7270323,783.055154,387.9296266,64.40763312,1.94020098,,cas,-376.6121521,65.89542389,4.354143143,78.15634918,1958.2235,906.7270323,227.569663,24.05778602,449.0317664,,-19.13105202,2526.205037,
SRR6344961,SRS2733204,SAMN08105301,SRA,28.0,54.3,160.02,A04,23070175.0,Illumina MiSeq,sediment,0.6969282031,Asia,Russia,Kamchatka,Uzon Caldera,Arkashin,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,,oxidized,aerial,aerial,3187536.0,mafic,igneous,basalt,266034.0,Malyi Semyachik Volcano,54.1333333,159.666667,42.9684228,"Anorthite,Forsterite,Rhonite",5305.0,99.0,,3.7,,0.2,0.02,,1.00833333,,,,8.1,,,,,,,,,,,,75.4,1130.0,,,,,,,,,,5.8,11.0,2620.0,9.74,,,4.95,7.21,,3390.0,43.0,,,,6.24,,,,,,,0.784,2.08,,,11.2,,,,,,,,EarthChem,1988 L-80,whole_rock,"IGNEOUS,VOLCANIC",1988 L-80,54.27,159.98,98.159,74.44,0.21,13.06,,,1.49,0.064,0.4,1.74,3.98,2.74,,0.035,3.0,,,,10.0,23.0,741.0,,16.0,4.0,,,,11.0,,,,11.0,,,1.6,8.0,5.0,,52.0,177.0,,,,,,2.0,,,1.0,,,,87.0,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,35.80921241,,2366.74,16.41039333,,196.6839222,2927.134521,2410.626104,2.59272073,88.06324496,1.882842956,,kur,-77.44856262,34.36979675,7.555336952,104.3449707,1119.224,3844.72191,1.302067518,76.24548425,28.23858015,,-51.89009857,356.5460432,
SRR6344962,SRS2733205,SAMN08105287,SRA,29.0,54.29,160.05,Zavarzin (Z05),22349392.0,Illumina MiSeq,sediment,0.6141924103,Asia,Russia,Kamchatka,Uzon Caldera,Zavarzin Spring,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,,oxidized,aerial,aerial,3187536.0,mafic,igneous,basalt,266034.0,Malyi Semyachik Volcano,54.1333333,159.666667,45.6547595,"Anorthite,Forsterite,Rhonite",5305.0,74.0,,5.5,,0.13,0.03,,1.51666667,,,,8.1,,,,,,,,,,,,117.8,454.0,,,,,,,,,,17.1,13.0,60500.0,263.0,,,58.3,44.8,,2890.0,126.0,,,,0.515,,,,,,,1.77,,,,35.2,,,,,,,,EarthChem,1988 L-80,whole_rock,"IGNEOUS,VOLCANIC",1988 L-80,54.27,159.98,98.159,74.44,0.21,13.06,,,1.49,0.064,0.4,1.74,3.98,2.74,,0.035,3.0,,,,10.0,23.0,741.0,,16.0,4.0,,,,11.0,,,,11.0,,,1.6,8.0,5.0,,52.0,177.0,,,,,,2.0,,,1.0,,,,87.0,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,35.51390554,,2400.43,15.72234855,,194.4552265,2928.73354,2412.561147,3.740973824,87.99940485,1.882692504,,kur,-75.48336029,33.75045395,7.555336952,104.3449707,888.706375,3844.69525,2.641930401,78.4910284,27.8588455,,-51.89009857,355.7909679,
SRR6439354,SRS2806256,SAMN08290430,SRA,40.0,-49.48,37.99,SWIR4_deep_sea_vent_2x101bp_df,8921186.0,Illumina HiSeq 2500,,0.6258537668,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,303996.0,Cape Hinode,-68.133889,42.6894444,1661.00099,"Corundum,Epidote,Kyanite,Quartz,Spinel",-2328.0,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46.699,2.558,13.08333333,12.10666667,,10.8936997,0.1646666667,11.05366667,10.238,3.083333333,0.2413333333,,0.3043333333,87.526,63.601,,232.555,238.612,84.508,345.0,,69.135,420.352,,,,,,,,30.225,,,27.92,38.675,,,9.85,24.5,,,429.06,,,4.0,,,,,22.34,,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,6.924065808,228.4840168,0.0,284.3186401,,4019.996104,433.4733577,275.7645287,287.4345176,59.76403447,0.7930197454,12.7963216,,,,,,-4640.579412,433.4733577,,1999.764429,299.532696,,,1701.633278,68.07670776
SRR6439355,SRS2806254,SAMN08290429,SRA,40.0,-49.38,37.52,SWIR3_deep_sea_vent_2x101bp_30ivtvg01,18987264.0,Illumina HiSeq 2500,,0.4013294954,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,303996.0,Cape Hinode,-68.133889,42.6894444,1691.03304,"Corundum,Epidote,Kyanite,Quartz,Spinel",-2822.0,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46.699,2.558,13.08333333,12.10666667,,10.8936997,0.1646666667,11.05366667,10.238,3.083333333,0.2413333333,,0.3043333333,87.526,63.601,,232.555,238.612,84.508,345.0,,69.135,420.352,,,,,,,,30.225,,,27.92,38.675,,,9.85,24.5,,,429.06,,,4.0,,,,,22.34,,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,6.871368889,133.4010316,0.0,271.631181,,4000.611235,398.9270527,267.0356972,276.2890985,60.25348597,0.8011459537,9.141833088,,,,,,-4836.280832,398.9270527,,1972.922217,286.2559596,,,1709.104919,62.14020801
SRR6439356,SRS2806255,SAMN08290428,SRA,40.0,-49.39,37.78,SWIR2_deep_sea_vent_2x101bp_30iiirov01,17272258.0,Illumina HiSeq 2500,,1.238511535,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,303996.0,Cape Hinode,-68.133889,42.6894444,1677.88331,"Corundum,Epidote,Kyanite,Quartz,Spinel",-2742.0,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46.699,2.558,13.08333333,12.10666667,,10.8936997,0.1646666667,11.05366667,10.238,3.083333333,0.2413333333,,0.3043333333,87.526,63.601,,232.555,238.612,84.508,345.0,,69.135,420.352,,,,,,,,30.225,,,27.92,38.675,,,9.85,24.5,,,429.06,,,4.0,,,,,22.34,,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,6.888168066,180.0313351,0.0,273.092461,,4014.528315,415.2475097,266.2563652,276.8798818,60.06417799,0.7984537515,6.415606193,,,,,,-4502.61808,415.2475097,,1983.379601,287.6687271,,,1709.924573,65.35948135
SRR6439358,SRS2806252,SAMN08290434,SRA,40.0,-48.85,37.99,SWIR8_deep_sea_vent_2x150bp_vent10,46155084.0,Illumina HiSeq 2500,,0.7199881184,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,303996.0,Cape Hinode,-68.133889,42.6894444,1711.42764,"Corundum,Epidote,Kyanite,Quartz,Spinel",-1711.0,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46.699,2.558,13.08333333,12.10666667,,10.8936997,0.1646666667,11.05366667,10.238,3.083333333,0.2413333333,,0.3043333333,87.526,63.601,,232.555,238.612,84.508,345.0,,69.135,420.352,,,,,,,,30.225,,,27.92,38.675,,,9.85,24.5,,,429.06,,,4.0,,,,,22.34,,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,6.864540315,234.568628,0.0,214.8061422,,4064.596393,392.7357777,205.7007446,217.5580907,61.0741652,0.8181797566,2.446728434,,,,,,-4916.842438,392.7357777,,1939.968827,229.2300847,,,1771.272485,55.50289701
SRR6439359,SRS2806251,SAMN08290433,SRA,40.0,-51.73,37.47,SWIR7_deep_sea_vent_2x150bp_vent9,48974570.0,Illumina HiSeq 2500,,0.7621732453,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,31175.0,Prince Olav Coast (Prince Ulaf Coast),-68.566389,40.9833333,1499.25245,"Almandine,Copiapite,Ferrohogbomite-2N2S,Hydroniumjarosite,Kyanite,Magnesio-hastingsite,Muscovite,Potassic-ferro-pargasite,Quartz,Staurolite,Atacamite",-1592.0,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46.699,2.558,13.08333333,12.10666667,,10.8936997,0.1646666667,11.05366667,10.238,3.083333333,0.2413333333,,0.3043333333,87.526,63.601,,232.555,238.612,84.508,345.0,,69.135,420.352,,,,,,,,30.225,,,27.92,38.675,,,9.85,24.5,,,429.06,,,4.0,,,,,22.34,,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,6.834818391,263.0174721,0.0,533.0670697,,3837.172619,547.099778,527.4577007,537.5565248,61.32518219,0.7084456533,28.25824785,,,,,,-4393.272286,493.0834597,,2201.767387,198.3017007,,,1448.785685,81.87441411
SRR6439360,SRS2806250,SAMN08290432,SRA,40.0,-49.48,37.52,SWIR6_deep_sea_vent_2x150bp_vent8,43972275.0,Illumina HiSeq 2500,,0.6153432571,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,303996.0,Cape Hinode,-68.133889,42.6894444,1683.09015,"Corundum,Epidote,Kyanite,Quartz,Spinel",-1973.0,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46.699,2.558,13.08333333,12.10666667,,10.8936997,0.1646666667,11.05366667,10.238,3.083333333,0.2413333333,,0.3043333333,87.526,63.601,,232.555,238.612,84.508,345.0,,69.135,420.352,,,,,,,,30.225,,,27.92,38.675,,,9.85,24.5,,,429.06,,,4.0,,,,,22.34,,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,6.88604923,141.6127942,0.0,282.7512863,,3993.586731,405.3281793,278.0571608,287.389359,60.05333607,0.7971764437,9.778046149,,,,,,-4950.662592,405.3281793,,1982.573005,297.3758965,,,1698.037416,62.98230249
SRR6439361,SRS2806249,SAMN08290431,SRA,40.0,-49.66,37.47,SWIR5_deep_sea_vent_2x150bp_vent5,50301393.0,Illumina HiSeq 2500,,2.346586602,Indian_Ocean,Indian_Ridge,Southwest_Indian_Ridge,SWIR,SWIR4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,31175.0,Prince Olav Coast (Prince Ulaf Coast),-68.566389,40.9833333,1671.10868,"Almandine,Copiapite,Ferrohogbomite-2N2S,Hydroniumjarosite,Kyanite,Magnesio-hastingsite,Muscovite,Potassic-ferro-pargasite,Quartz,Staurolite,Atacamite",-1753.0,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,LC28,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC28,-46.75,37.75,98.31936637,46.699,2.558,13.08333333,12.10666667,,10.8936997,0.1646666667,11.05366667,10.238,3.083333333,0.2413333333,,0.3043333333,87.526,63.601,,232.555,238.612,84.508,345.0,,69.135,420.352,,,,,,,,30.225,,,27.92,38.675,,,9.85,24.5,,,429.06,,,4.0,,,,,22.34,,189.31,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,6.936049782,154.9220816,0.0,302.8488122,,3978.174645,414.5119982,298.3802419,307.6024179,59.74600763,0.7904893229,8.762126897,,,,,,-4711.757664,414.5119982,,1998.210528,313.8419673,,,1677.758241,65.03746969
SRR6439362,SRS2806248,SAMN08290436,SRA,39.0,-13.35,-15.01,SMAR2,18034379.0,Illumina HiSeq 2500,,1.193903279,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-2,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,107068.0,Middleton Peak,-7.95,-14.366667,585.200671,"Aegirine,Aenigmatite,Arfvedsonite,Dalyite,Quartz",-2891.0,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,3005.0,,,,,,,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,MORB,MARR187,whole_rock,BASALT,MARR187,-12.919,-14.611,99.64,50.33,1.18,16.11,,,8.67,0.18,8.65,11.33,2.69,0.11,,0.39,82.0,46.5,0.31,185.0,253.0,87.4,21.5,,9.79,354.0,4.83,3.02,1.09,15.8,3.77,1.82,1.05,3.25,4.6,0.42,3.58,8.5,0.37,1.61,1.58,35.3,2.96,0.76,127.0,0.23,0.73,0.217,1.34,0.017,0.06,0.08,28.2,2.8,84.8,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,6.996058351,180.9337489,0.0,2118.096926,,4758.95089,50.27693013,602.0002307,601.3974012,111.6266931,1.484538958,20.83083495,,,,,,-2617.999719,50.27693013,,2096.275215,59.89306902,,,2041.714682,2.998674793
SRR6439363,SRS2806247,SAMN08290435,SRA,39.0,-14.35,-14.04,SMAR1,9338500.0,Illumina HiSeq 2500,,0.2239802658,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-1,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,58.0,Green Mountain,-7.95,-14.333056,690.691079,"Aegirine,Dalyite,Quartz,Vlasovite",-3034.0,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,2133.0,,,,,,,539.0,,,,,,,,,,,,,,,,,,,,,,,,,,MORB,MARR189,whole_rock,BASALT,MARR189,-15.014,-13.415,98.86,49.8,1.63,15.77,,,8.66,0.19,7.2,10.64,3.29,0.62,,1.06,76.0,41.1,0.36,105.0,265.0,86.4,92.8,,24.69,249.0,5.33,3.23,1.38,16.7,4.49,,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243.0,1.33,0.84,1.158,1.62,0.03,0.338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,7.25458487,44.28173497,0.0,2184.028225,,4670.594926,24.51290197,700.7785671,708.8640632,121.305018,2.07816791,20.4512548,,,,,,-2246.5585,23.15864641,,2164.370529,30.54028305,,,2119.871212,2.335552842
